X,Y,OBJECTID,ID,MONTH,CRIME_CATEGORY,LOCATION_TYPE,LOCATION_SUBTYPE,LONGITUDE,LATITUDE,STREET_ID,STREET_NAME,OUTCOME_CATEGORY,OUTCOME_DATE
360288.0881,177861.152899999,1,120039466,2024-07,anti-social-behaviou,Force,,-2.573470,51.498284,2280089,On or near Thackeray,Null,Null
358262.1363,172848.2259,2,120038861,2024-07,anti-social-behaviou,Force,,-2.602060,51.453066,2278208,On or near Parking Area,Null,Null
363869.018,173849.238399999,3,120037829,2024-07,anti-social-behaviou,Force,,-2.521474,51.462453,2283073,On or near St Michaels Drive,Null,Null
356212.2929,175286.089400001,4,120039206,2024-07,anti-social-behaviou,Force,,-2.631863,51.474830,2276415,On or near Pitch And Pay Park,Null,Null
359419.0842,174000.162,5,120039208,2024-07,anti-social-behaviou,Force,,-2.585543,51.463508,2279267,On or near Brighton Street,Null,Null
358379.9034,168626.8232,6,120038858,2024-07,anti-social-behaviou,Force,,-2.599867,51.415120,2278371,On or near Shopping Area,Null,Null
360658.0433,174376.103,7,120038441,2024-07,anti-social-behaviou,Force,,-2.567751,51.466976,2280445,On or near Belmont Street,Null,Null
358998.1043,173142.1713,8,120037823,2024-07,anti-social-behaviou,Force,,-2.591503,51.455763,2278885,On or near Pithay Court,Null,Null
360081.1447,172829.118899999,9,120039525,2024-07,anti-social-behaviou,Force,,-2.575881,51.453026,2279954,On or near Union Road,Null,Null
360000.1379,173238.148499999,10,120039213,2024-07,anti-social-behaviou,Force,,-2.577093,51.456698,2279862,On or near Waterloo Place,Null,Null
359522.1299,172780.170299999,11,120037822,2024-07,anti-social-behaviou,Force,,-2.583920,51.452546,2279307,On or near Ferry Terminal,Null,Null
357687.1347,168121.18,12,120039215,2024-07,anti-social-behaviou,Force,,-2.609768,51.410522,2277694,On or near Smithmead,Null,Null
361913.0378,172338.1391,13,120039229,2024-07,anti-social-behaviou,Force,,-2.549465,51.448738,2281561,On or near Maple Road,Null,Null
358869.1455,172799.2203,14,120037935,2024-07,anti-social-behaviou,Force,,-2.593319,51.452670,2278831,On or near Crow Lane,Null,Null
356282.2307,167700.2404,15,120038857,2024-07,anti-social-behaviou,Force,,-2.629916,51.406630,2276533,On or near Stillman Close,Null,Null
361177.0899,173912.103499999,16,120039231,2024-07,anti-social-behaviou,Force,,-2.560228,51.462840,2280848,On or near Battersea Road,Null,Null
357687.1347,168121.18,17,120037496,2024-07,anti-social-behaviou,Force,,-2.609768,51.410522,2277694,On or near Smithmead,Null,Null
354500.2225,178398.1997,18,120038852,2024-07,anti-social-behaviou,Force,,-2.656914,51.502675,2275631,On or near Stile Acres,Null,Null
361548.0082,169307.1645,19,120039232,2024-07,anti-social-behaviou,Force,,-2.554387,51.421461,2281236,On or near Morden Walk,Null,Null
362438.0169,168076.235300001,20,120039235,2024-07,anti-social-behaviou,Force,,-2.541457,51.410453,2282012,On or near Bifield Gardens,Null,Null
359842.1153,171879.203600001,21,120037790,2024-07,anti-social-behaviou,Force,,-2.579213,51.444468,2279695,On or near Vernon Street,Null,Null
359989.0701,174154.1117,22,120038844,2024-07,anti-social-behaviou,Force,,-2.577356,51.464933,2279821,On or near Fern Street,Null,Null
358084.1578,172593.226500001,23,120037821,2024-07,anti-social-behaviou,Force,,-2.604591,51.450760,2278019,On or near Parking Area,Null,Null
358688.1001,172933.1534,24,120039236,2024-07,anti-social-behaviou,Force,,-2.595940,51.453861,2278638,On or near Clare Street,Null,Null
352950.2659,177015.153000001,25,120039237,2024-07,anti-social-behaviou,Force,,-2.679058,51.490113,2274954,On or near Priory Gardens,Null,Null
359019.1061,172523.1864,26,120038255,2024-07,anti-social-behaviou,Force,,-2.591129,51.450199,2278876,On or near Redcliff Backs,Null,Null
358467.1604,173929.134299999,27,120038843,2024-07,anti-social-behaviou,Force,,-2.599237,51.462800,2278396,On or near Cotham Road,Null,Null
357687.1347,168121.18,28,120039240,2024-07,anti-social-behaviou,Force,,-2.609768,51.410522,2277694,On or near Smithmead,Null,Null
353898.2282,178149.1654,29,120037932,2024-07,anti-social-behaviou,Force,,-2.665554,51.500387,2275169,On or near Campbell Farm Drive,Null,Null
359289.1022,173801.124700001,30,120037931,2024-07,anti-social-behaviou,Force,,-2.587391,51.461709,2279159,On or near Wilder Street,Null,Null
359074.1027,173183.1523,31,120037816,2024-07,anti-social-behaviou,Force,,-2.590414,51.456137,2278978,On or near Fairfax Street,Null,Null
358728.1529,175060.098300001,32,120038627,2024-07,anti-social-behaviou,Force,,-2.595613,51.472988,2278569,On or near Claremont Road,Null,Null
357961.1562,171750.195699999,33,120038630,2024-07,anti-social-behaviou,Force,,-2.606261,51.443171,2277956,On or near Leighton Road,Null,Null
357859.1521,179397.179199999,34,120038631,2024-07,anti-social-behaviou,Force,,-2.608643,51.511918,2277755,On or near Okebourne Road,Null,Null
359325.1388,172686.212099999,35,120038633,2024-07,anti-social-behaviou,Force,,-2.586744,51.451687,2279205,On or near Church Lane,Null,Null
358631.1361,172499.2016,36,120037812,2024-07,anti-social-behaviou,Force,,-2.596709,51.449955,2278572,On or near Prince Street,Null,Null
358454.0448,167677.1875,37,120037809,2024-07,anti-social-behaviou,Force,,-2.598689,51.406587,2278416,On or near Petrol Station,Null,Null
361750.057,168879.233899999,38,120038439,2024-07,anti-social-behaviou,Force,,-2.551435,51.417627,2281424,On or near Dutton Close,Null,Null
358631.1361,172499.2016,39,120038478,2024-07,anti-social-behaviou,Force,,-2.596709,51.449955,2278572,On or near Prince Street,Null,Null
362744.0016,173000.196599999,40,120038634,2024-07,anti-social-behaviou,Force,,-2.537577,51.454746,2282237,On or near Butlers Close,Null,Null
363324.0428,176196.213,41,120039537,2024-07,anti-social-behaviou,Force,,-2.529563,51.483520,2282689,On or near College Road,Null,Null
359032.1005,172592.147500001,42,120038635,2024-07,anti-social-behaviou,Force,,-2.590950,51.450820,2278957,On or near Ferry Street,Null,Null
356877.2081,178676.149900001,43,120038637,2024-07,anti-social-behaviou,Force,,-2.622704,51.505361,2276903,On or near Satchfield Close,Null,Null
359081.2001,170485.1724,44,120038640,2024-07,anti-social-behaviou,Force,,-2.590000,51.431880,2279003,On or near Glyn Vale,Null,Null
358688.1001,172933.1534,45,120038642,2024-07,anti-social-behaviou,Force,,-2.595940,51.453861,2278638,On or near Clare Street,Null,Null
362288.0642,170172.2498,46,120038644,2024-07,anti-social-behaviou,Force,,-2.543837,51.429289,2281881,On or near Supermarket,Null,Null
362841.0662,175646.185000001,47,120038647,2024-07,anti-social-behaviou,Force,,-2.536460,51.478543,2282358,On or near Alexandra Park,Null,Null
361712.0596,168247.2433,48,120037805,2024-07,anti-social-behaviou,Force,,-2.551913,51.411942,2281389,On or near Showering Close,Null,Null
352179.2919,178361.2063,49,120039387,2024-07,anti-social-behaviou,Force,,-2.690345,51.502150,2274626,On or near First Way,Null,Null
358732.1096,172953.147600001,50,120038650,2024-07,anti-social-behaviou,Force,,-2.595309,51.454044,2278681,On or near St Stephen's Street,Null,Null
359606.1435,170291.122199999,51,120038657,2024-07,anti-social-behaviou,Force,,-2.582426,51.430173,2279383,On or near Daventry Road,Null,Null
358082.2267,171339.2015,52,120038659,2024-07,anti-social-behaviou,Force,,-2.604471,51.439485,2278070,On or near Sion Road,Null,Null
358783.1048,173337.2119,53,120039385,2024-07,anti-social-behaviou,Force,,-2.594620,51.457501,2278745,On or near Lewins Mead,Null,Null
357110.1635,168000.2437,54,120038661,2024-07,anti-social-behaviou,Force,,-2.618049,51.409391,2277112,On or near Sheepscroft,Null,Null
358779.0947,172980.2359,55,120037930,2024-07,anti-social-behaviou,Force,,-2.594636,51.454291,2278706,On or near Corn Street,Null,Null
357835.1943,174023.1052,56,120037803,2024-07,anti-social-behaviou,Force,,-2.608345,51.463598,2277848,On or near Hampton Lane,Null,Null
359500.1403,176352.2038,57,120037928,2024-07,anti-social-behaviou,Force,,-2.584647,51.484661,2279385,On or near Quarrington Road,Null,Null
357540.1268,172520.2358,58,120038662,2024-07,anti-social-behaviou,Force,,-2.612411,51.450063,2277551,On or near Old School Lane,Null,Null
360805.9444,175096.563100001,59,120037802,2024-07,anti-social-behaviou,Force,,-2.565702,51.473464,2280572,On or near Shopping Area,Null,Null
364254.0754,175277.1248,60,120038256,2024-07,anti-social-behaviou,Force,,-2.516077,51.475316,2283411,On or near Gorse Hill,Null,Null
363146.0775,175663.201400001,61,120038437,2024-07,anti-social-behaviou,Force,,-2.532070,51.478716,2282510,On or near Supermarket,Null,Null
356470.2081,179398.134199999,62,120038663,2024-07,anti-social-behaviou,Force,,-2.628657,51.511821,2276547,On or near Langfield Close,Null,Null
359365.1301,174540.1109,63,120038664,2024-07,anti-social-behaviou,Force,,-2.586382,51.468359,2279186,On or near St Andrew's Road,Null,Null
358814.5941,172944.913699999,64,120037800,2024-07,anti-social-behaviou,Force,,-2.594121,51.453976,2278765,On or near Nightclub,Null,Null
357037.1343,167573.2261,65,120037708,2024-07,anti-social-behaviou,Force,,-2.619047,51.405546,2277043,On or near Pesley Close,Null,Null
355665.2692,176871.101,66,120037426,2024-07,anti-social-behaviou,Force,,-2.639938,51.489038,2276190,On or near Bell Barn Road,Null,Null
361349.0242,170159.1592,67,120037710,2024-07,anti-social-behaviou,Force,,-2.557342,51.429108,2280956,On or near Lanes End,Null,Null
361537.014,168203.183800001,68,120038409,2024-07,anti-social-behaviou,Force,,-2.554425,51.411534,2281167,On or near Cowling Road,Null,Null
359788.0399,169992.1647,69,120038410,2024-07,anti-social-behaviou,Force,,-2.579775,51.427498,2279648,On or near Bodmin Walk,Null,Null
360607.0979,173673.149900001,70,120038669,2024-07,anti-social-behaviou,Force,,-2.568406,51.460652,2280360,On or near Easton Road,Null,Null
359445.1419,173243.1175,71,120037925,2024-07,anti-social-behaviou,Force,,-2.585081,51.456703,2279335,On or near Parking Area,Null,Null
359107.1108,173909.137399999,72,120038672,2024-07,anti-social-behaviou,Force,,-2.590023,51.462667,2279039,On or near Stokes Croft,Null,Null
359107.1108,173909.137399999,73,120037799,2024-07,anti-social-behaviou,Force,,-2.590023,51.462667,2279039,On or near Stokes Croft,Null,Null
360999.052,174593.1351,74,120039384,2024-07,anti-social-behaviou,Force,,-2.562866,51.468951,2280724,On or near Foster Street,Null,Null
359945.1103,177452.1085,75,120039379,2024-07,anti-social-behaviou,Force,,-2.578364,51.494582,2279800,On or near Jocelyn Road,Null,Null
363586.9835,173093.1856,76,120038674,2024-07,anti-social-behaviou,Force,,-2.525455,51.455637,2282818,On or near Westmead Road,Null,Null
361272.1158,171500.159700001,77,120037798,2024-07,anti-social-behaviou,Force,,-2.558596,51.441160,2280914,On or near Belmont Road,Null,Null
358434.1375,175000.104599999,78,120037713,2024-07,anti-social-behaviou,Force,,-2.599839,51.472427,2278282,On or near Kersteman Road,Null,Null
361173.0794,174832.1548,79,120037797,2024-07,anti-social-behaviou,Force,,-2.560387,51.471112,2280867,On or near Fountaine Court,Null,Null
361108.0322,174211.146299999,80,120039378,2024-07,anti-social-behaviou,Force,,-2.561255,51.465524,2280786,On or near Lena Avenue,Null,Null
360419.109,175882.1449,81,120037715,2024-07,anti-social-behaviou,Force,,-2.571360,51.480500,2280215,On or near Crowther Road,Null,Null
359388.1355,173013.1315,82,120038676,2024-07,anti-social-behaviou,Force,,-2.585875,51.454631,2279282,On or near Marybush Lane,Null,Null
360970.0564,176653.0999,83,120038679,2024-07,anti-social-behaviou,Force,,-2.563512,51.487470,2280674,On or near Romney Avenue,Null,Null
360707.1113,176036.174000001,84,120038680,2024-07,anti-social-behaviou,Force,,-2.567230,51.481905,2280438,On or near Sir John's Lane,Null,Null
359350.0231,168531.2083,85,120037716,2024-07,anti-social-behaviou,Force,,-2.585906,51.414331,2279209,On or near Maple Street,Null,Null
363500.0531,176521.1525,86,120037923,2024-07,anti-social-behaviou,Force,,-2.527062,51.486453,2282777,On or near Oldbury Court Drive,Null,Null
361066.098,170787.1456,87,120037789,2024-07,anti-social-behaviou,Force,,-2.561481,51.434735,2280836,On or near Buller Road,Null,Null
359231.0991,172571.190400001,88,120039374,2024-07,anti-social-behaviou,Force,,-2.588084,51.450646,2279152,On or near Parking Area,Null,Null
358828.1337,172806.226399999,89,120037454,2024-07,anti-social-behaviou,Force,,-2.593910,51.452730,2278776,On or near Coronation Place,Null,Null
360658.0433,174376.103,90,120037718,2024-07,anti-social-behaviou,Force,,-2.567751,51.466976,2280445,On or near Belmont Street,Null,Null
358679.1589,173524.6818,91,120038684,2024-07,anti-social-behaviou,Force,,-2.596138,51.459179,2278598,On or near Hospital,Null,Null
362784.0124,174339.212400001,92,120038686,2024-07,anti-social-behaviou,Force,,-2.537143,51.466788,2282309,On or near Mallard Close,Null,Null
360805.9444,175096.563100001,93,120038046,2024-07,anti-social-behaviou,Force,,-2.565702,51.473464,2280572,On or near Shopping Area,Null,Null
361292.0246,170106.206700001,94,120038045,2024-07,anti-social-behaviou,Force,,-2.558156,51.428628,2280830,On or near The Pavilions,Null,Null
362970.0532,175544.142999999,95,120038436,2024-07,anti-social-behaviou,Force,,-2.534592,51.477634,2282427,On or near Wharf Road,Null,Null
359689.1239,173176.107899999,96,120038413,2024-07,anti-social-behaviou,Force,,-2.581562,51.456118,2279544,On or near Old Market Street,Null,Null
359689.1239,173176.107899999,97,120039372,2024-07,anti-social-behaviou,Force,,-2.581562,51.456118,2279544,On or near Old Market Street,Null,Null
359085.0512,167857.1186,98,120038908,2024-07,anti-social-behaviou,Force,,-2.589638,51.408251,2278929,On or near William Jessop Way,Null,Null
361169.0759,175062.081900001,99,120038909,2024-07,anti-social-behaviou,Force,,-2.560470,51.473179,2280877,On or near Chisbury Street,Null,Null
358901.1262,172930.197699999,100,120038043,2024-07,anti-social-behaviou,Force,,-2.592874,51.453850,2278835,On or near Nightclub,Null,Null
353607.2556,177500.1537,101,120039368,2024-07,anti-social-behaviou,Force,,-2.669660,51.494528,2275135,On or near Hopewell Gardens,Null,Null
358865.0966,173123.2302,102,120038037,2024-07,anti-social-behaviou,Force,,-2.593415,51.455583,2278804,On or near Newmarket Avenue,Null,Null
357513.1267,179099.100400001,103,120038911,2024-07,anti-social-behaviou,Force,,-2.613593,51.509212,2277457,On or near Brentry Lane,Null,Null
358878.1546,172839.1856,104,120038912,2024-07,anti-social-behaviou,Force,,-2.593194,51.453030,2278809,On or near Parking Area,Null,Null
359370.0977,176441.110400001,105,120039366,2024-07,anti-social-behaviou,Force,,-2.586530,51.485451,2279260,On or near Pitt Road,Null,Null
357068.1722,171602.1845,106,120038922,2024-07,anti-social-behaviou,Force,,-2.619091,51.441773,2277090,On or near Bath Street,Null,Null
358764.1122,172486.217599999,107,120038925,2024-07,anti-social-behaviou,Force,,-2.594794,51.449848,2278630,On or near Queen Square,Null,Null
354196.2633,178352.114399999,108,120037726,2024-07,anti-social-behaviou,Force,,-2.661287,51.502236,2275247,On or near Saltmarsh Drive,Null,Null
359355.1056,172305.1623,109,120037727,2024-07,anti-social-behaviou,Force,,-2.586269,51.448263,2279187,On or near Redcliff Mead Lane,Null,Null
363159.0507,175747.1895,110,120038035,2024-07,anti-social-behaviou,Force,,-2.531892,51.479472,2282565,On or near Elmdale Gardens,Null,Null
363999.025,176863.149,111,120038034,2024-07,anti-social-behaviou,Force,,-2.519911,51.489560,2283165,On or near Selbrooke Crescent,Null,Null
359661.0784,174544.0844,112,120038926,2024-07,anti-social-behaviou,Force,,-2.582122,51.468416,2279431,On or near Cobourg Road,Null,Null
356909.1852,177757.172700001,113,120037576,2024-07,anti-social-behaviou,Force,,-2.622131,51.497101,2276881,On or near Hillsdon Road,Null,Null
359147.0709,169748.1336,114,120038928,2024-07,anti-social-behaviou,Force,,-2.588966,51.425258,2279095,On or near Bantry Road,Null,Null
362924.0153,174522.146299999,115,120039365,2024-07,anti-social-behaviou,Force,,-2.535147,51.468442,2282370,On or near Parade Court,Null,Null
358883.0689,167530.214299999,116,120039446,2024-07,anti-social-behaviou,Force,,-2.592504,51.405297,2278833,On or near The Groves,Null,Null
360912.036,174659.089600001,117,120038415,2024-07,anti-social-behaviou,Force,,-2.564126,51.469538,2280605,On or near Wood Street,Null,Null
358827.1671,174638.100500001,118,120039448,2024-07,anti-social-behaviou,Force,,-2.594138,51.469201,2278750,On or near Kingsley Road,Null,Null
359359.1337,173914.115499999,119,120037919,2024-07,anti-social-behaviou,Force,,-2.586396,51.462730,2279216,On or near Argyle Road,Null,Null
357578.1217,168555.1742,120,120039451,2024-07,anti-social-behaviou,Force,,-2.611388,51.414416,2277591,On or near Supermarket,Null,Null
360999.052,174593.1351,121,120039463,2024-07,anti-social-behaviou,Force,,-2.562866,51.468951,2280724,On or near Foster Street,Null,Null
356764.2294,169210.2381,122,120038507,2024-07,anti-social-behaviou,Force,,-2.623172,51.420244,2276879,On or near King's Head Lane,Null,Null
354975.241,176481.112400001,123,120039468,2024-07,anti-social-behaviou,Force,,-2.649826,51.485477,2275823,On or near The Pentagon,Null,Null
359650.1169,173269.173800001,124,120039470,2024-07,anti-social-behaviou,Force,,-2.582134,51.456952,2279482,On or near Redcross Street,Null,Null
361000.091,176748.187000001,125,120038423,2024-07,anti-social-behaviou,Force,,-2.563090,51.488327,2280710,On or near Stanfield Close,Null,Null
357876.1031,168088.242000001,126,120038425,2024-07,anti-social-behaviou,Force,,-2.607047,51.410240,2277914,On or near Collinson Road,Null,Null
352797.2538,177233.134,127,120039471,2024-07,anti-social-behaviou,Force,,-2.681291,51.492060,2274883,On or near St Tecla Close,Null,Null
362049.0401,168285.207599999,128,120039473,2024-07,anti-social-behaviou,Force,,-2.547072,51.412306,2281680,On or near Supermarket,Null,Null
361133.119,171294.128599999,129,120039246,2024-07,anti-social-behaviou,Force,,-2.560573,51.439298,2280846,On or near King's Road,Null,Null
360293.1297,173307.1348,130,120039248,2024-07,anti-social-behaviou,Force,,-2.572884,51.457339,2280108,On or near Hassell Drive,Null,Null
362477.0566,176788.2018,131,120039250,2024-07,anti-social-behaviou,Force,,-2.541823,51.488787,2281991,On or near Kingfisher Drive,Null,Null
359388.1355,173013.1315,132,120039363,2024-07,anti-social-behaviou,Force,,-2.585875,51.454631,2279282,On or near Marybush Lane,Null,Null
359409.1273,174422.0899,133,120039255,2024-07,anti-social-behaviou,Force,,-2.585735,51.467301,2279304,On or near York Road,Null,Null
358701.1269,173270.1478,134,120039256,2024-07,anti-social-behaviou,Force,,-2.595792,51.456892,2278642,On or near A38,Null,Null
361417.0658,176231.149,135,120039257,2024-07,anti-social-behaviou,Force,,-2.557028,51.483707,2280798,On or near Little Parr Close,Null,Null
360758.1065,170898.169199999,136,120038614,2024-07,anti-social-behaviou,Force,,-2.565924,51.435712,2280475,On or near Greenmore Road,Null,Null
360537.1044,173669.134199999,137,120039313,2024-07,anti-social-behaviou,Force,,-2.569413,51.460611,2280339,On or near Pountney Drive,Null,Null
358953.1382,173244.188300001,138,120039359,2024-07,anti-social-behaviou,Force,,-2.592162,51.456677,2278864,On or near Nightclub,Null,Null
358181.0989,168250.207,139,120038027,2024-07,anti-social-behaviou,Force,,-2.602681,51.411719,2278202,On or near Stillingfleet Road,Null,Null
360139.0911,172615.124500001,140,120039315,2024-07,anti-social-behaviou,Force,,-2.575023,51.451106,2279982,On or near Freestone Road,Null,Null
360529.0731,173547.1908,141,120038026,2024-07,anti-social-behaviou,Force,,-2.569515,51.459514,2280222,On or near Walker Close,Null,Null
360485.0321,168760.188300001,142,120038023,2024-07,anti-social-behaviou,Force,,-2.569612,51.416470,2280262,On or near New Meadows,Null,Null
359522.1299,172780.170299999,143,120039021,2024-07,anti-social-behaviou,Force,,-2.583920,51.452546,2279307,On or near Ferry Terminal,Null,Null
356869.2246,176009.1938,144,120039357,2024-07,anti-social-behaviou,Force,,-2.622493,51.481382,2276829,On or near Orchard Close,Null,Null
357773.2076,176614.093800001,145,120038019,2024-07,anti-social-behaviou,Force,,-2.609548,51.486889,2277754,On or near Henleaze Road,Null,Null
359650.1169,173269.173800001,146,120039316,2024-07,anti-social-behaviou,Force,,-2.582134,51.456952,2279482,On or near Redcross Street,Null,Null
359629.0798,174137.1719,147,120039317,2024-07,anti-social-behaviou,Force,,-2.582536,51.464755,2279481,On or near Winkworth Place,Null,Null
358126.1253,168649.1558,148,120038426,2024-07,anti-social-behaviou,Force,,-2.603519,51.415302,2278042,On or near Park/open Space,Null,Null
361833.0165,174711.1753,149,120039356,2024-07,anti-social-behaviou,Force,,-2.550873,51.470069,2281435,On or near Rose Green Road,Null,Null
359359.1337,173914.115499999,150,120039318,2024-07,anti-social-behaviou,Force,,-2.586396,51.462730,2279216,On or near Argyle Road,Null,Null
358770.1451,172879.2119,151,120039320,2024-07,anti-social-behaviou,Force,,-2.594753,51.453382,2278694,On or near Baldwin Street,Null,Null
359361.0958,173351.1161,152,120039327,2024-07,anti-social-behaviou,Force,,-2.586303,51.457668,2279211,On or near Penn Street,Null,Null
358838.1314,173431.1884,153,120037546,2024-07,anti-social-behaviou,Force,,-2.593839,51.458350,2278796,On or near Lower Maudlin Street,Null,Null
363146.0775,175663.201400001,154,120037729,2024-07,anti-social-behaviou,Force,,-2.532070,51.478716,2282510,On or near Supermarket,Null,Null
360778.0956,174000.1413,155,120039328,2024-07,anti-social-behaviou,Force,,-2.565981,51.463604,2280496,On or near Bannerman Road,Null,Null
356041.2759,175324.1613,156,120039329,2024-07,anti-social-behaviou,Force,,-2.634330,51.475159,2276349,On or near Julian Close,Null,Null
362998.0756,175824.2129,157,120039332,2024-07,anti-social-behaviou,Force,,-2.534218,51.480154,2282448,On or near Annie Scott Close,Null,Null
359934.1213,172831.169399999,158,120039337,2024-07,anti-social-behaviou,Force,,-2.577997,51.453034,2279825,On or near Les Brown Court,Null,Null
362970.0532,175544.142999999,159,120039673,2024-07,anti-social-behaviou,Force,,-2.534592,51.477634,2282427,On or near Wharf Road,Null,Null
353000.2361,176558.098099999,160,120039671,2024-07,anti-social-behaviou,Force,,-2.678277,51.486008,2274967,On or near Station Road,Null,Null
359325.1388,172686.212099999,161,120039669,2024-07,anti-social-behaviou,Force,,-2.586744,51.451687,2279205,On or near Church Lane,Null,Null
360439.0969,176281.17,162,120039340,2024-07,anti-social-behaviou,Force,,-2.571117,51.484089,2280165,On or near The Gaskins,Null,Null
358181.0989,168250.207,163,120038004,2024-07,anti-social-behaviou,Force,,-2.602681,51.411719,2278202,On or near Stillingfleet Road,Null,Null
356908.1867,172188.2413,164,120039667,2024-07,anti-social-behaviou,Force,,-2.621464,51.447030,2276936,On or near Smeaton Road,Null,Null
359860.0685,173891.1022,165,120039665,2024-07,anti-social-behaviou,Force,,-2.579183,51.462559,2279689,On or near A4032,Null,Null
360776.0754,170822.1788,166,120038431,2024-07,anti-social-behaviou,Force,,-2.565657,51.435030,2280564,On or near Merfield Road,Null,Null
358851.1501,172550.2388,167,120037455,2024-07,anti-social-behaviou,Force,,-2.593549,51.450430,2278755,On or near Mill Avenue,Null,Null
361958.1002,172165.191199999,168,120039538,2024-07,anti-social-behaviou,Force,,-2.548798,51.447186,2281608,On or near Walton Avenue,Null,Null
353937.2594,178174.169399999,169,120039343,2024-07,anti-social-behaviou,Force,,-2.664995,51.500615,2275100,On or near Elm Close,Null,Null
362886.018,173756.2312,170,120039662,2024-07,anti-social-behaviou,Force,,-2.535613,51.461553,2282385,On or near Whiteway Road,Null,Null
361621.0662,168521.190300001,171,120039661,2024-07,anti-social-behaviou,Force,,-2.553251,51.414399,2281254,On or near Robin Close,Null,Null
360977.0615,174000.164100001,172,120039344,2024-07,anti-social-behaviou,Force,,-2.563117,51.463618,2280675,On or near Chelsea Road,Null,Null
361827.0398,173770.1775,173,120037731,2024-07,anti-social-behaviou,Force,,-2.550857,51.461608,2281463,On or near Sloan Street,Null,Null
364149.0388,175471.1668,174,120037996,2024-07,anti-social-behaviou,Force,,-2.517609,51.477054,2283291,On or near Briar Way,Null,Null
359000.1144,173727.1601,175,120039346,2024-07,anti-social-behaviou,Force,,-2.591542,51.461023,2278926,On or near King Square Avenue,Null,Null
355864.1958,178661.180400001,176,120039582,2024-07,anti-social-behaviou,Force,,-2.637297,51.505148,2276237,On or near Parking Area,Null,Null
360968.0587,170811.1403,177,120037733,2024-07,anti-social-behaviou,Force,,-2.562894,51.434944,2280734,On or near Leighton Road,Null,Null
356161.1527,179500.1217,178,120038434,2024-07,anti-social-behaviou,Force,,-2.633123,51.512714,2276323,On or near Silverhill Road,Null,Null
359160.1294,173175.117799999,179,120037734,2024-07,anti-social-behaviou,Force,,-2.589175,51.456071,2279077,On or near Newgate,Null,Null
356684.2294,168744.2476,180,120037785,2024-07,anti-social-behaviou,Force,,-2.624265,51.416048,2276749,On or near Lakemead Grove,Null,Null
363158.0193,173461.191,181,120037917,2024-07,anti-social-behaviou,Force,,-2.531667,51.458918,2282540,On or near Kenn Road,Null,Null
359989.1124,176491.131899999,182,120037778,2024-07,anti-social-behaviou,Force,,-2.577621,51.485945,2279829,On or near October Lane,Null,Null
359678.15,172852.218599999,183,120037735,2024-07,anti-social-behaviou,Force,,-2.581683,51.453205,2279554,On or near Old Bread Street,Null,Null
359035.1229,177000.1424,184,120037776,2024-07,anti-social-behaviou,Force,,-2.591419,51.490453,2278928,On or near Bilbie Close,Null,Null
358197.1864,174500.122500001,185,120039587,2024-07,anti-social-behaviou,Force,,-2.603191,51.467914,2278163,On or near Roslyn Road,Null,Null
357672.1754,174259.134400001,186,120039588,2024-07,anti-social-behaviou,Force,,-2.610720,51.465708,2277641,On or near Oakland Road,Null,Null
361030.0749,175150.1198,187,120037456,2024-07,anti-social-behaviou,Force,,-2.562481,51.473961,2280608,On or near Parking Area,Null,Null
360862.1048,175811.192600001,188,120039589,2024-07,anti-social-behaviou,Force,,-2.564973,51.479893,2280563,On or near South Hayes,Null,Null
362705.0557,171600.228,189,120037644,2024-07,anti-social-behaviou,Force,,-2.537990,51.442156,2282273,On or near Jersey Avenue,Null,Null
360293.1297,173307.1348,190,120039590,2024-07,anti-social-behaviou,Force,,-2.572884,51.457339,2280108,On or near Hassell Drive,Null,Null
358181.0989,168250.207,191,120039660,2024-07,anti-social-behaviou,Force,,-2.602681,51.411719,2278202,On or near Stillingfleet Road,Null,Null
359155.1007,174320.1437,192,120039658,2024-07,anti-social-behaviou,Force,,-2.589380,51.466366,2279044,On or near Armidale Avenue,Null,Null
363572.0173,173359.217499999,193,120039594,2024-07,anti-social-behaviou,Force,,-2.525698,51.458028,2282774,On or near Meg Thatchers Green,Null,Null
362886.018,173756.2312,194,120039595,2024-07,anti-social-behaviou,Force,,-2.535613,51.461553,2282385,On or near Whiteway Road,Null,Null
359689.1239,173176.107899999,195,120039597,2024-07,anti-social-behaviou,Force,,-2.581562,51.456118,2279544,On or near Old Market Street,Null,Null
357974.1485,179414.1306,196,120037642,2024-07,anti-social-behaviou,Force,,-2.606988,51.512079,2277857,On or near Menhyr Grove,Null,Null
357858.2454,171082.229599999,197,120037638,2024-07,anti-social-behaviou,Force,,-2.607663,51.437158,2277869,On or near Jasper Street,Null,Null
356684.2294,168744.2476,198,120037739,2024-07,anti-social-behaviou,Force,,-2.624265,51.416048,2276749,On or near Lakemead Grove,Null,Null
359127.0284,168978.2006,199,120039604,2024-07,anti-social-behaviou,Force,,-2.589164,51.418334,2278944,On or near Petrol Station,Null,Null
357593.2407,170820.1656,200,120037548,2024-07,anti-social-behaviou,Force,,-2.611444,51.434782,2277598,On or near Lynwood Road,Null,Null
352729.2712,177143.1186,201,120039609,2024-07,anti-social-behaviou,Force,,-2.682258,51.491245,2274851,On or near Beachley Walk,Null,Null
359667.1193,176017.0923,202,120039610,2024-07,anti-social-behaviou,Force,,-2.582204,51.481660,2279469,On or near Southampton Mews,Null,Null
